human,regen1,regen2
"Tim Gegana Polri diterjunkan ke kawasan Stasiun Palmerah, Jakarta Pusat, Selasa (15/5/2018). Kapolsek Tanah Abang Kompol Lukman Cahyono mengatakan, pihaknya mendapat informasi ada sebuah tas mencurigakan di sekitar pos polisi Palmerah. Sejumlah warga yang curiga kemudian menghubungi pihak kepolisian. ""Jadi, di seberang pos polisi Palmerah ada tas mencurigakan. Katanya ada yang menaruh di sana. Jadi kami curiga, kami hubungi Brimob,"" ujar Lukman saat dikonfirmasi. Adapun saat ini sekitar 150 meter dari area tas telah disterilkan. Tim Gegana telah tiba di lokasi untuk mengecek tas tersebut.","Tim Gegana Polri dikerahkan ke Stasiun Palmerah, Jakarta Pusat, Selasa (15/5/2018). Kapolsek Tanah Abang Kompol Lukman Cahyono menyampaikan bahwa pihaknya mendapat informasi tentang adanya sebuah tas mencurigakan di sekitar pos polisi Palmerah. Beberapa warga yang curiga kemudian menghubungi polisi. ""Di seberang pos polisi Palmerah terdapat sebuah tas mencurigakan yang katanya diletakkan di sana. Oleh karena itu, kami curiga dan menghubungi Brimob,"" ujar Lukman saat dimintai konfirmasi. Saat ini, sekitar 150 meter dari lokasi tas telah disterilkan. Tim Gegana telah tiba di sana untuk memeriksa tas tersebut.","Tim Gegana Polri dikerahkan ke Stasiun Palmerah, Jakarta Pusat, pada Selasa (15/5/2018). Kapolsek Tanah Abang, Kompol Lukman Cahyono, menginformasikan bahwa pihaknya menerima laporan tentang adanya sebuah tas mencurigakan di sekitar pos polisi Palmerah. Beberapa warga yang curiga kemudian menghubungi polisi. ""Di seberang pos polisi Palmerah terdapat sebuah tas mencurigakan yang katanya diletakkan di sana. Oleh karena itu, kami curiga dan menghubungi Brimob,"" ujar Lukman saat dimintai konfirmasi. Saat ini, sekitar 150 meter dari lokasi tas telah disterilkan. Tim Gegana sudah tiba di sana untuk memeriksa tas tersebut."
"Presiden Amerika Serikat, Donald Trump, menyatakan membatalkan kesepakatan masalah nuklir dengan Iran yang sudah dilakukan pada 2015. Dalam pengumuman di Gedung Putih, Selasa (8/5) waktu setempat, Trump juga mengatakan akan kembali menjatuhkan sanksi embargo ekonomi terhadap Iran untuk mencegah negara itu membuat bom nuklir. ""Saya mengumumkan hari ini bahwa Amerika Serikat akan menarik diri dari kesepakatan soal nuklir Iran. Dalam beberapa waktu lagi, saya akan menandatangani memorandum kepresidenan untuk memulai sanksi terhadap rezim Iran,"" demikian pernyataan dari Trump tersebut dikutip dari","Presiden Amerika Serikat, Donald Trump, mengumumkan pembatalan kesepakatan nuklir dengan Iran yang dilakukan pada 2015 di Gedung Putih, Selasa (8/5) waktu setempat. Trump juga menyatakan rencananya untuk kembali memberlakukan sanksi ekonomi terhadap Iran guna mencegah pembuatan bom nuklir.","Presiden Amerika Serikat, Donald Trump, mengumumkan pembatalan kesepakatan nuklir dengan Iran yang dilakukan pada 2015 di Gedung Putih, Selasa (8/5) waktu setempat, serta menyatakan rencananya untuk kembali memberlakukan sanksi ekonomi terhadap Iran guna mencegah pembuatan bom nuklir."
"Puluhan orang berkumpul di sebuah bandara kecil di luar kota Kuala Lumpur, Sabtu (12/5), tak lama setelah mantan Perdana Menteri Malaysia Najib Razak dikabarkan akan terbang dari sana menuju Jakarta, Indonesia bersama istrinya Rosmah Mansor. Kerumunan orang di bandara mencoba memblokir mobil-mobil yang memasuki Bandara Sultan Abdul Aziz Shah, dekat ibu kota Malaysia, Kuala Lumpur, namun dicegah oleh petugas. ""Polisi anti-huru hara dikerahkan untuk berjaga-jaga, meski tak ada kekerasan yang terjadi,"" tulis kantor berita","Puluhan orang berkumpul di bandara kecil di luar Kuala Lumpur, Sabtu (12/5), setelah mantan Perdana Menteri Malaysia Najib Razak dikabarkan akan terbang ke Jakarta bersama istrinya Rosmah Mansor. Kerumunan mencoba memblokir mobil yang masuk ke Bandara Sultan Abdul Aziz Shah, dekat ibu kota Kuala Lumpur, namun dicegah petugas. Polisi anti-huru hara dikerahkan untuk berjaga-jaga, meski tak ada kekerasan yang terjadi.","Puluhan orang berkumpul di bandara kecil di luar Kuala Lumpur, Sabtu (12/5), setelah mantan Perdana Menteri Malaysia Najib Razak dikabarkan akan terbang ke Jakarta bersama istrinya Rosmah Mansor. Kerumunan berusaha menghalangi mobil yang masuk ke Bandara Sultan Abdul Aziz Shah, dekat ibu kota Kuala Lumpur, namun dihalau petugas. Polisi anti-huru hara disiagakan, meski tidak ada kekerasan yang terjadi."
Caitlyn Jenner telah lama digosipkan pacaran dengan Shopia Hutchins. Kini ia dirumorkan akan menikahi transgender berusia 21 tahun itu. iframe embed telah tercopy,Caitlyn Jenner sudah lama dikabarkan berpacaran dengan Sophia Hutchins. Kini ia disebut-sebut akan menikahi transgender berusia 21 tahun tersebut. iframe embed telah tercopy.,Caitlyn Jenner sudah lama dikabarkan menjalin hubungan dengan Sophia Hutchins. Kini disebut-sebut bahwa ia akan menikahi transgender berusia 21 tahun tersebut. iframe embed telah tercopy.
Turki dan Israel mengusir diplomat senior masing-masing pada Selasa (15/5). Ini terjadi akibat perselisihan yang menyebabkan tewasnya 60 warga Palestina sehari sebelumnya selama protes di perbatasan Gaza. Dikutip dari,Turki dan Israel mengusir diplomat senior pada Selasa (15/5) karena perselisihan yang menyebabkan tewasnya 60 warga Palestina selama protes di perbatasan Gaza. Dikutip dari,Turki dan Israel mengusir diplomat senior pada Selasa (15/5) karena perselisihan yang mengakibatkan tewasnya 60 warga Palestina saat protes di perbatasan Gaza. Dikutip dari
"Enam orang tewas akibat kerusuhan di Mako Brimob, Depok. Korban terdiri atas lima polisi dan seorang tahanan. ""Kami sampaikan bahwa insiden ini memakan korban jiwa, ada lima rekan kami gugur,"" kata Karo Penmas Polri Brigjen M Iqbal kepada wartawan di depan Mako Brimob, Rabu (9/5/2018). Selain lima orang polisi yang tewas, ada satu orang tahanan yang meninggal. Polisi menegaskan sudah mengamankan situasi. ""Satu orang tewas mengancam petugas dan mengambil senjata,"" ujar Iqbal. Tonton video ""Enam Korban Kerusuhan Mako Brimob Tiba di RS Polri"":","Enam orang meninggal dalam kerusuhan di Mako Brimob, Depok, termasuk lima polisi dan seorang tahanan. ""Insiden ini menelan korban jiwa, lima rekan kami gugur,"" kata Karo Penmas Polri Brigjen M Iqbal kepada wartawan di depan Mako Brimob, Rabu (9/5/2018). Selain lima polisi yang tewas, satu tahanan juga meninggal. Polisi telah mengamankan situasi. ""Salah satu korban tewas mengancam petugas dan merampas senjata,"" ujar Iqbal. Tonton video ""Enam Korban Kerusuhan Mako Brimob Tiba di RS Polri"":","Enam orang tewas dalam kerusuhan di Mako Brimob, Depok, termasuk lima polisi dan seorang tahanan. ""Insiden ini menelan korban jiwa, lima rekan kami gugur,"" kata Karo Penmas Polri Brigjen M Iqbal kepada wartawan di depan Mako Brimob, Rabu (9/5/2018). Selain itu, satu tahanan juga meninggal. Polisi telah berhasil mengamankan situasi. ""Salah satu korban tewas mengancam petugas dan merampas senjata,"" ujar Iqbal. Tonton video ""Enam Korban Kerusuhan Mako Brimob Tiba di RS Polri"":"
"Ardiyansyah, pelajar SD yang terpaksa berhenti belajar karena harus merawat ibunya yang sakit akhirnya kembali bersekolah. Ardi yang duduk di kelas 5 SDN Kandangrejo disambut oleh teman-teman sekolahnya. iframe embed telah tercopy","Ardiyansyah, murid SD yang harus berhenti belajar karena merawat ibunya yang sakit, akhirnya kembali ke sekolah. Dia disambut oleh teman-teman di kelas 5 SDN Kandangrejo.","Ardiyansyah, siswa SD yang berhenti belajar karena merawat ibunya yang sakit, akhirnya kembali ke sekolah dan disambut oleh teman-teman di kelas 5 SDN Kandangrejo."
"Marion Jola disibukkan dengan single terbarunya yang diciptakan oleh Nino RAN. Saat disinggung mengenai hubunganya dengan Nino, beginilah respons Marion. iframe embed telah tercopy","Marion Jola sibuk dengan single terbarunya ciptaan Nino RAN. Ketika ditanya tentang hubungannya dengan Nino, inilah respons Marion. iframe embed telah tercopy.","Marion Jola sibuk dengan single terbarunya yang diciptakan oleh Nino RAN. Ketika ditanya tentang hubungannya dengan Nino, inilah respons Marion. iframe embed telah tercopy."
"Presiden Jokowi menggunakan jaket bertuliskan Asian Games di bagian belakang saat bertemu perwakilan Osis seluruh Indonesia di Istana Kepresidenan, Bogor, Kamis (3/5).","Presiden Jokowi mengenakan jaket berlogo Asian Games di bagian belakang saat bertemu perwakilan Osis dari seluruh Indonesia di Istana Kepresidenan, Bogor, Kamis (3/5).","Presiden Jokowi mengenakan jaket berlogo Asian Games saat bertemu perwakilan Osis dari seluruh Indonesia di Istana Kepresidenan, Bogor, Kamis (3/5)."
"Empat terduga teroris menyerang Mapolda Riau, Rabu pagi (16/5). Beberapa anggota kepolisian diserang. Kapolda Riau Irjen Nandang mengatakan keempat pelaku tersebut telah dilumpuhkan oleh petugas Mapolda Riau. CNNIndonesia TV","Empat terduga teroris menyerang Mapolda Riau, Rabu pagi (16/5). Beberapa anggota kepolisian diserang. Kapolda Riau Irjen Nandang menyatakan keempat pelaku telah dilumpuhkan oleh petugas Mapolda Riau. CNNIndonesia TV","Empat terduga teroris menyerang Mapolda Riau, Rabu pagi (16/5). Beberapa anggota kepolisian diserang. Kapolda Riau Irjen Nandang menyatakan keempat pelaku telah dilumpuhkan oleh petugas. CNNIndonesia TV"
Para anggota parlemen Iran membakar bendera Amerika Serikat dalam sesi sidang parlemen hari ini. Aksi tersebut dilakukan sebagai protes atas keputusan Presiden Amerika Serikat Donald Trump untuk mundur dari kesepakatan nuklir dengan Iran. Dalam foto-foto yang dipublikasi di berbagai media Iran seperti dilansir kantor berita,"Anggota parlemen Iran membakar bendera Amerika Serikat dalam sesi sidang hari ini sebagai protes terhadap keputusan Presiden Amerika Serikat Donald Trump untuk mundur dari kesepakatan nuklir dengan Iran, seperti yang dilaporkan oleh berbagai media Iran.","Anggota parlemen Iran membakar bendera AS dalam sesi sidang hari ini sebagai protes terhadap keputusan Presiden AS Donald Trump untuk mundur dari kesepakatan nuklir dengan Iran, seperti dilaporkan media Iran."
"Saat debat publik terbuka Pilgub Jawa Barat putaran dua semalam (14/5), pasangan Sudrajat-Ahmad Syaikhu membuat sensasi yang memancing keributan penonton. Penyebabnya, mereka memamerkan kaos 2019GantiPresiden saat pengujung acara. Namun Wakil Ketua Umum Partai Gerindra Fadli Zon malah menilai aksi mereka brilian. iframe embed telah tercopy","Pada debat publik terbuka Pilgub Jawa Barat putaran dua semalam (14/5), pasangan Sudrajat-Ahmad Syaikhu menciptakan sensasi dengan memperlihatkan kaos 2019GantiPresiden, yang menyebabkan keributan di antara penonton. Wakil Ketua Umum Partai Gerindra Fadli Zon justru menilai aksi mereka sebagai brilian.","Di debat publik Pilgub Jawa Barat putaran dua semalam, pasangan Sudrajat-Ahmad Syaikhu menimbulkan sensasi dengan mengenakan kaos 2019GantiPresiden, yang memicu keributan di antara penonton. Wakil Ketua Umum Partai Gerindra Fadli Zon malah menganggap tindakan mereka sebagai brilian."
"Ayah tunangan Pangeran Harry, Meghan Markle, tidak akan bisa mendampingi putrinya menuju altar gereja pada hari pernikahannya yang digelar Sabtu (19/5/2018), karena harus menjalani operasi jantung. Kepada TMZ, Thomas Markle mengatakan operasi bakal dilakukan pada Rabu (16/5/2018). Dia harus menjalani operasi untuk memperbaiki kerusakan koroner dan membersihkan arteri yang tersumbat. Sebelumnya, dia juga mengalami serangan jantung pekan lalu. ""Dokter akan membersihkan penyumbatan, memperbaiki kerusakan dan memasang stent di titik yang diperlukan,"" katanya, seperti diwartakan","Ayah Meghan Markle, tunangan Pangeran Harry, tidak bisa mengantar putrinya ke altar gereja saat pernikahannya Sabtu (19/5/2018) karena harus menjalani operasi jantung. Thomas Markle, seperti dilaporkan oleh TMZ, mengatakan bahwa operasi tersebut akan dilakukan pada Rabu (16/5/2018) untuk memperbaiki kerusakan koroner dan membersihkan arteri yang tersumbat. Sebelumnya, dia juga mengalami serangan jantung pekan lalu. ""Dokter akan membersihkan penyumbatan, memperbaiki kerusakan, dan memasang stent di titik yang diperlukan,"" katanya.","Ayah Meghan Markle, tunangan Pangeran Harry, tidak dapat mengantar putrinya ke altar gereja pada pernikahannya Sabtu (19/5/2018) karena harus menjalani operasi jantung. Thomas Markle, seperti yang dilaporkan oleh TMZ, menyatakan bahwa operasi tersebut akan dilakukan pada Rabu (16/5/2018) untuk memperbaiki kerusakan koroner dan membersihkan arteri yang tersumbat. Sebelumnya, dia juga mengalami serangan jantung pekan lalu. ""Dokter akan membersihkan penyumbatan, memperbaiki kerusakan, dan memasang stent di titik yang diperlukan,"" ujarnya."
Seorang bayi Palestina tewas akibat menghirup gas air mata yang dilepaskan pasukan Israel dalam bentrokan di sepanjang perbatasan Gaza-Israel. Bentrokan terjadi saat ribuan warga Palestina menggelar aksi demo untuk memprotes pemindahan Kedutaan Amerika Serikat dari Tel Aviv ke Yerusalem. Kementerian Kesehatan di Gaza menyatakan seperti dilansir kantor berita,"Seorang bayi Palestina meninggal setelah terpapar gas air mata yang dilepaskan pasukan Israel saat bentrokan di perbatasan Gaza-Israel, yang terjadi ketika ribuan warga Palestina melakukan aksi demo menentang pemindahan Kedutaan AS dari Tel Aviv ke Yerusalem, menurut Kementerian Kesehatan Gaza.","Seorang bayi Palestina meninggal setelah terpapar gas air mata yang dilepaskan pasukan Israel saat bentrokan di perbatasan Gaza-Israel, yang terjadi ketika ribuan warga Palestina melakukan aksi demo menentang pemindahan Kedutaan AS dari Tel Aviv ke Yerusalem, menurut Kementerian Kesehatan Gaza."
"Dua orang anggota polisi yang dinas di Polsek Gubeng menjadi korban bom di Gereja Santa Maria Tak Bercela, Surabaya. Hal ini dibenarkan Kabid Humas Polda Jatim Frans Barung Mangera. ""Iya benar keduanya masih dirawat,"" ujar Barung saat dikonfirmasi detikcom di Rumah Sakit Bhayangkara Surabaya, Minggu (13/5/2018). Kedua polisi tersebut yakni Aiptu Junaedi dan Aiptu Ahmad Nur Hadi. Saat ini keduanya dirawat di RSU dr Soetomo. ""Mereka sekarang sedang menjalani perawatan di RSU dr Soetomo,"" tambah Barung.","Dua anggota polisi dari Polsek Gubeng menjadi korban bom di Gereja Santa Maria Tak Bercela, Surabaya. Kabid Humas Polda Jatim Frans Barung Mangera mengonfirmasi bahwa keduanya masih dirawat di Rumah Sakit Bhayangkara Surabaya. Mereka adalah Aiptu Junaedi dan Aiptu Ahmad Nur Hadi yang saat ini dirawat di RSU dr Soetomo.","Dua anggota polisi dari Polsek Gubeng jadi korban bom di Gereja Santa Maria Tak Bercela, Surabaya. Kabid Humas Polda Jatim Frans Barung Mangera konfirmasi keduanya masih dirawat di Rumah Sakit Bhayangkara Surabaya, yaitu Aiptu Junaedi dan Aiptu Ahmad Nur Hadi yang kini dirawat di RSU dr Soetomo."
Beberapa waktu lalu Thomas Markle membatalkan kehadirannya dalam pernikahan sang anak. Namun kabarnya sang ayah kini berniat hadir. iframe embed telah tercopy,"Beberapa waktu lalu, Thomas Markle membatalkan kehadirannya dalam pernikahan anaknya. Namun kabarnya ayahnya kini berniat hadir. iframe embed telah tercopy.","Beberapa waktu lalu, Thomas Markle membatalkan kehadirannya dalam pernikahan anaknya, namun kabarnya kini berniat hadir. iframe embed telah tercopy. Disunting: Beberapa waktu lalu, Thomas Markle membatalkan kehadirannya dalam pernikahan anaknya, namun kabarnya sekarang ia berniat hadir. iframe embed telah tercopy."
"Polisi menggerebek sebuah rumah di wilayah Kunciran Indah, Pinang, Tangerang. Ada dua orang yang diamankan. ""Ada dua orang yang diamankan,"" kata Kapolres Tangerang Kota Kombes Harry Kurniawan saat dikonfirmasi, Rabu (16/8/2018). Polres Tangerang membantu Densus 88 melakukan penggerebekan. Kombes Harry memastikan tak ada korban jiwa dalam penggerebekan ini. ""Saat ini olah TKP,"" ujarnya. Berikut video saat Densus 88 tangkap terduga teroris di Tangerang Kota:","Polisi menggerebek sebuah rumah di Kunciran Indah, Pinang, Tangerang. Ada dua orang yang diamankan, kata Kapolres Tangerang Kota Kombes Harry Kurniawan saat dikonfirmasi, Rabu (16/8/2018). Polres Tangerang membantu Densus 88 dalam penggerebekan. Kombes Harry memastikan tidak ada korban jiwa. ""Saat ini sedang dilakukan olah TKP,"" ujarnya. Berikut video penangkapan terduga teroris di Tangerang Kota:","Polisi menggerebek rumah di Kunciran Indah, Pinang, Tangerang. Dua orang diamankan oleh Kapolres Tangerang Kota Kombes Harry Kurniawan pada Rabu (16/8/2018). Polres Tangerang memberikan bantuan kepada Densus 88 dalam penggerebekan. Kombes Harry memastikan tidak ada korban jiwa. ""Saat ini sedang dilakukan olah TKP,"" ujarnya. Berikut video penangkapan terduga teroris di Tangerang Kota:"
"Presiden Joko Widodo (Jokowi) mengenakan jaket berlambang Asian Games ketika bertemu puluhan perwakilan OSIS dari seluruh Indonesia. Jaket tersebut pun menjadi perhatian bagi orang yang meihatnya. Dengan menggunakan jaket tersebut, Jokowi mengaku ingin mempromosikan ajang Asian Games yang akan segera digelar di Indonesia. Jokowi pun mengajak seluruh masyarakat dan juga jajaran menteri untuk ikut serta mempromosikan Asian Games. Berikut video lengkapnya. Videografer: Video Editor:","Presiden Joko Widodo (Jokowi) memakai jaket bertanda Asian Games saat bertemu puluhan perwakilan OSIS dari berbagai daerah di Indonesia. Jaket itu menarik perhatian orang yang melihatnya. Dengan mengenakan jaket tersebut, Jokowi menyatakan niatnya untuk mempromosikan Asian Games yang akan segera diselenggarakan di Indonesia. Ia juga mengajak seluruh masyarakat dan jajaran menteri untuk turut serta dalam promosi Asian Games. Tonton video lengkapnya. Videografer: Video Editor:","Presiden Joko Widodo (Jokowi) mengenakan jaket bertanda Asian Games ketika bertemu puluhan perwakilan OSIS dari berbagai daerah di Indonesia, menarik perhatian orang yang melihatnya, serta menyatakan niatnya untuk mempromosikan Asian Games yang akan segera diselenggarakan di Indonesia, mengajak seluruh masyarakat dan jajaran menteri untuk turut serta dalam promosi Asian Games. Tonton video lengkapnya. Videografer: Video Editor:"
"Pesawat kargo militer Amerika Serikat yang mengangkut 9 pasukan jatuh di jalan raya dekat bandara Savannah, Georgia, Rabu (2/5/2018) siang waktu setempat. Dilansir dari ABC News, sebanyak lima orang dilaporkan tewas dan empat lainnya masih belum diketahui nasibnya. ""Kami mengonfirmasi ada 9 prang, terdiri dari 5 kru dan 4 penumpang tambahan,"" kata juru bicara Pasukan Nasional Puerto Rico, Paul Dahlen, seperti diwartakan","Pesawat kargo militer Amerika Serikat yang membawa 9 pasukan jatuh di jalan raya dekat bandara Savannah, Georgia, Rabu (2/5/2018) siang waktu setempat. Menurut laporan ABC News, lima orang tewas dan nasib empat lainnya masih belum diketahui. ""Ada 9 orang, terdiri dari 5 kru dan 4 penumpang tambahan,"" ujar juru bicara Pasukan Nasional Puerto Rico, Paul Dahlen.","Pesawat kargo militer Amerika Serikat yang membawa 9 pasukan jatuh di jalan raya dekat bandara Savannah, Georgia, Rabu (2/5/2018) siang waktu setempat. Menurut laporan ABC News, lima orang tewas dan nasib empat lainnya masih belum diketahui. ""Ada 9 orang, terdiri dari 5 kru dan 4 penumpang tambahan,"" ujar juru bicara Pasukan Nasional Puerto Rico, Paul Dahlen."
